,src,question,prompt,response,id,target,participant,response_num,count,split
230,hmsl,What is a surprising use for a BRICK?,brick,to prop open a door,hmsl_brick-66c3,1.3,hmslw07hiE91,6.0,,test
231,hmsl,What is a surprising use for a BRICK?,brick,counterbalance,hmsl_brick-92a8,1.8,hmsl55kB7oGZ,3.0,,test
232,hmsl,What is a surprising use for a BRICK?,brick,Brick wall,hmsl_brick-c94c,1.5,hmslUwVX4qx3,6.0,,test
233,motesf,What is a surprising use for a SPOON?,spoon,you use a spoon to put it all over your face,motesf_spoon-4059,2.4,motesf735b,1,,test
234,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,scratch lotto ticket,hmsl_paperclip-c956,3.2,hmslIJcWIf8K,4.0,,test
235,dod20,What is a surprising use for a BRICK?,brick,to break something,dod20_brick-24f4,1.4,dod2023,4,6.0,test
236,betal18,What is a surprising use for a ROPE?,rope,floss for a giant,betal18_rope-a648,3.0,betal182125,,2.0,test
237,betal18,What is a surprising use for a ROPE?,rope,hang decorations from,betal18_rope-bc40,1.0,betal182007,,,test
238,betal18,What is a surprising use for a BOX?,box,present,betal18_box-f387,1.0,betal182079,,3.0,test
239,setal08,What is a surprising use for a BRICK?,brick,a metric device,setal08_brick-7728,2.7,setal08195,2.0,,test
240,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,tor a pencil,hmsl_paperclip-294d,1.7,hmslVbp87P2F,4.0,,test
241,hmsl,What is a surprising use for a BRICK?,brick,Smashing or hammering,hmsl_brick-bec5,1.8,hmsltcw0dt93,1.0,,test
242,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Papers together ,hmsl_paperclip-6fa7,1.0,hmslls85DI0O,1.0,,test
243,dod20,What is a surprising use for a BOTTLE?,bottle,storage container,dod20_bottle-b002,1.8,dod2091,0,,test
244,setal08,What is a surprising use for a KNIFE?,knife,put butt of knife in a wine bottle so people can't get it,setal08_knife-6e1a,3.3,setal0865,4.0,,test
245,setal08,What is a surprising use for a BRICK?,brick,to hit someone,setal08_brick-27c8,2.1,setal0873,2.0,3.0,test
246,setal08,What is a surprising use for a KNIFE?,knife,carve messages into things,setal08_knife-1b0f,1.3,setal08161,1.0,,test
247,betal18,What is a surprising use for a BOX?,box,Color on,betal18_box-af2b,1.3,betal182030,,,test
248,snbmo09,What is a surprising use for a BRICK?,brick,use for a outside plant stand,snbmo09_brick-15cc,1.5,snbmo0984,5,,test
249,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Attach a lot of papers together,hmsl_paperclip-81d4,1.0,hmsliR7JwQyj,1.0,,test
250,setal08,What is a surprising use for a BRICK?,brick,weights to lift with,setal08_brick-c964,1.7,setal08186,4.0,,test
251,dod20,What is a surprising use for a SHOVEL?,shovel,paperweight,dod20_shovel-3b96,3.7,dod2053,1,,test
252,setal08,What is a surprising use for a KNIFE?,knife,get food out of your teeth,setal08_knife-16f9,2.0,setal0874,9.0,,test
253,motesf,What is a surprising use for a SOCK?,sock,To make a hand puppet,motesf_sock-438a,2.7,motesfc3e8,7,,test
254,bs12,What is a surprising use for a BRICK?,brick,as a paper weight,bs12_brick-85ae,1.3,bs1219,,3.0,test
255,snbmo09,What is a surprising use for a BOX?,box,as a purse,snbmo09_box-c582,2.2,snbmo0918,5,,test
256,motesf,What is a surprising use for a SOCK?,sock,"Putting a coin into the sock for every time you lose in a video game, and once you fill the sock you'll have a weapon",motesf_sock-8205,3.0,motesf53c3,5,,test
257,betal18,What is a surprising use for a BOX?,box,bird feeder,betal18_box-860b,2.4,betal182058,,2.0,test
258,snbmo09,What is a surprising use for a BOX?,box,chairs/desks,snbmo09_box-e965,1.5,snbmo09181,4,,test
259,bs12,What is a surprising use for a BRICK?,brick,Use it for lifting weights,bs12_brick-f896,1.0,bs12120,,,test
260,betal18,What is a surprising use for a ROPE?,rope,bow tie,betal18_rope-49a9,2.1,betal182073,,2.0,test
261,motesf,What is a surprising use for a TOOTHBRUSH?,toothbrush,clean a phone,motesf_toothbrush-e5b9,2.7,motesf6883,4,,test
262,bs12,What is a surprising use for a BRICK?,brick,as a pen/pencil holder. Could put pens in the holes,bs12_brick-b34d,3.0,bs1274,,,test
263,snbmo09,What is a surprising use for a BOX?,box,sit on it,snbmo09_box-a04f,1.5,snbmo0961,11,,test
264,dod20,What is a surprising use for a BOOK?,book,fanning oneself with a thin book,dod20_book-61b2,2.7,dod2087,18,,test
265,snb17,What is a surprising use for a BOX?,box,You could cut up a to make something else that is interesting  like a model of a house or something geometric and decorative,snb17_box-3b66,2.3,snb17103,,,test
266,motesf,What is a surprising use for a PENCIL?,pencil,You could sharpen like a dart then play darts with the pencil.,motesf_pencil-905c,2.7,motesf0777,8,,test
267,dod20,What is a surprising use for a BOOK?,book,paper weigh,dod20_book-2849,2.5,dod2055,24,,test
268,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,ring,hmsl_paperclip-0d4d,2.6,hmslzLKWIxYM,3.0,5.0,test
269,setal08,What is a surprising use for a BRICK?,brick,"use to make textured rubbings, drawings, etc.",setal08_brick-10f0,2.7,setal08141,4.0,,test
270,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,make a bow and arrow,hmsl_paperclip-0a20,3.8,hmslhj8bSQrN,8.0,,test
271,motesp,What is a surprising use for a BALL?,ball,Let out the air and fill it with water.,motesp-g1_ball-27CA,2.8,27CA,,,test
272,motesf,What is a surprising use for a HAT?,hat,a shield,motesf_hat-ebfc,3.4,motesff457,3,2.0,test
273,dod20,What is a surprising use for a TIRE?,tire,roll with a stick for fun,dod20_tire-e7db,2.5,dod2062,2,,test
274,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,to clip plastic bag,hmsl_paperclip-dcbf,2.0,hmslRF5YP927,2.0,,test
275,setal08,What is a surprising use for a KNIFE?,knife,to open packages,setal08_knife-f379,1.3,setal0873,2.0,,test
276,hmsl,What is a surprising use for a BRICK?,brick,decoration,hmsl_brick-9121,1.7,hmsla86AOJNG,3.0,39.0,test
277,snb17,What is a surprising use for a ROPE?,rope,tin can phone,snb17_rope-c556,1.3,snb1744,,,test
278,dod20,What is a surprising use for a BOTTLE?,bottle,draw on it for art,dod20_bottle-c6b1,2.7,dod2054,6,,test
279,setal08,What is a surprising use for a BRICK?,brick,use as free weights,setal08_brick-c8f3,1.7,setal08208,5.0,,test
280,dod20,What is a surprising use for a BOTTLE?,bottle,to use as bowling pins,dod20_bottle-e839,4.3,dod202,4,,test
281,snbmo09,What is a surprising use for a BRICK?,brick,texture stamp,snbmo09_brick-4731,2.2,snbmo091,6,,test
282,betal18,What is a surprising use for a ROPE?,rope,shield,betal18_rope-2179,2.1,betal182126,,,test
283,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,save your place in a book,hmsl_paperclip-d506,2.0,hmsluoqxFua9,4.0,,test
284,bs12,What is a surprising use for a BRICK?,brick,use it to block water and divert it another way,bs12_brick-612f,2.2,bs1285,,,test
285,snb17,What is a surprising use for a BOX?,box,Use the as a black on stage during a theatre improv activity,snb17_box-1730,3.0,snb1778,,,test
286,snbmo09,What is a surprising use for a BRICK?,brick,place flowers in the holes of the brick,snbmo09_brick-10fd,2.0,snbmo09127,7,,test
287,dod20,What is a surprising use for a ROPE?,rope,bracelets,dod20_rope-8139,2.3,dod2033,2,3.0,test
288,setal08,What is a surprising use for a KNIFE?,knife,to mix the butter into popcorn at the movies,setal08_knife-7b44,3.0,setal08196,4.0,,test
289,setal08,What is a surprising use for a KNIFE?,knife,you could use it to sharpen a pencil,setal08_knife-5491,1.7,setal0811,1.0,,test
290,setal08,What is a surprising use for a KNIFE?,knife,earrings,setal08_knife-3fa5,2.5,setal08173,2.0,4.0,test
291,dod20,What is a surprising use for PANTS?,pants,model them,dod20_pants-9941,1.5,dod2013,1,,test
292,setal08,What is a surprising use for a BRICK?,brick,throw at a person,setal08_brick-0385,1.7,setal08205,1.0,,test
293,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,use unlock door,hmsl_paperclip-f94d,2.0,hmslw3Pi76uS,8.0,,test
294,motesf,What is a surprising use for a SOCK?,sock,put eyes on it and now you have a puppet.,motesf_sock-99d4,2.7,motesf0252,4,,test
295,setal08,What is a surprising use for a KNIFE?,knife,chopping a tree down,setal08_knife-a9fe,1.0,setal08124,1.0,,test
296,snb17,What is a surprising use for a ROPE?,rope,use a makeshift handcuffs,snb17_rope-3754,1.7,snb176,,,test
297,snbmo09,What is a surprising use for a BOX?,box,ship yourself home to loved ones,snbmo09_box-422d,3.0,snbmo09146,3,,test
298,dod20,What is a surprising use for a BOTTLE?,bottle,fill it with water,dod20_bottle-2fdd,1.0,dod2027,0,,test
299,bs12,What is a surprising use for a BRICK?,brick,Wear the on a necklace  start a trend.,bs12_brick-287d,2.2,bs1223,,,test
300,hmsl,What is a surprising use for a BRICK?,brick,use as a door stop,hmsl_brick-0653,1.3,hmsl8tmPV3b2,3.0,,test
301,hmsl,What is a surprising use for a BRICK?,brick,use as stool,hmsl_brick-347a,1.8,hmsl8tmPV3b2,5.0,,test
302,dod20,What is a surprising use for a BOOK?,book,stash cash,dod20_book-b381,4.0,dod2032,5,,test
303,snb17,What is a surprising use for a ROPE?,rope,I could use it as a lasso and not have to get out of my chair,snb17_rope-f1a7,2.7,snb1738,,,test
304,setal08,What is a surprising use for a BRICK?,brick,tie a balloon to it,setal08_brick-ee3d,2.0,setal08151,11.0,,test
305,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,To help keep a zipper up,hmsl_paperclip-c939,3.0,hmsl1hb56yYu,1.0,,test
306,snbmo09,What is a surprising use for a KNIFE?,knife,to apply makeup,snbmo09_knife-28c4,3.0,snbmo0997,1,,test
307,motesf,What is a surprising use for a TOOTHBRUSH?,toothbrush,for hair,motesf_toothbrush-796c,2.7,motesfc9e1,7,,test
308,snbmo09,What is a surprising use for a BOX?,box,drawing board,snbmo09_box-ca5e,1.6,snbmo09132,12,5.0,test
309,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,used to poke small reset buttons on electronics,hmsl_paperclip-3c13,3.2,hmsliC3RI2p2,7.0,,test
310,hmsl,What is a surprising use for a BRICK?,brick,use it to hammer something,hmsl_brick-2e8f,1.7,hmsl4VzH60D1,3.0,,test
311,setal08,What is a surprising use for a KNIFE?,knife,hunt,setal08_knife-692a,1.0,setal08194,5.0,2.0,test
312,dod20,What is a surprising use for a BRICK?,brick,exfoliator,dod20_brick-f895,3.6,dod2024,9,2.0,test
313,hmsl,What is a surprising use for a BRICK?,brick,brick around a tree for decoration,hmsl_brick-7589,2.3,hmslyscNNYUT,2.0,,test
314,motesf,What is a surprising use for a SPOON?,spoon,glue it on a fork,motesf_spoon-c66c,3.3,motesf45fb,8,,test
315,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,putting them together into a necklace,hmsl_paperclip-304e,1.8,hmsly41k3650,1.0,,test
316,hmsl,What is a surprising use for a BRICK?,brick,a boomerang,hmsl_brick-d15d,2.5,hmslP07U97OU,5.0,,test
317,setal08,What is a surprising use for a KNIFE?,knife,use as a form of art,setal08_knife-e91d,1.7,setal0818,2.0,,test
318,betal18,What is a surprising use for a BOX?,box,writing to do lists,betal18_box-61ce,1.9,betal182067,,,test
319,dod20,What is a surprising use for a FORK?,fork,hol,dod20_fork-410f,1.0,dod2031,24,,test
320,motesf,What is a surprising use for a PENCIL?,pencil,a way is to make it as a bullet for guns.,motesf_pencil-c9d9,3.6,motesff90f,1,,test
321,motesp,What is a surprising use for a BOTTLE?,bottle,"Cut holes it it, get a lightbulb and turn it into a light.",motesp-g1_bottle-40PE,3.4,40PE,,,test
322,betal18,What is a surprising use for a BOX?,box,as bread slices,betal18_box-a12d,1.9,betal182018,,,test
323,setal08,What is a surprising use for a KNIFE?,knife,use to open a door/slide knife through and push lock in,setal08_knife-941e,2.0,setal08146,1.0,,test
324,betal18,What is a surprising use for a BOX?,box,firewood,betal18_box-37a0,1.9,betal182002,,,test
325,snbmo09,What is a surprising use for a BOX?,box,a footstool,snbmo09_box-7e4a,2.0,snbmo09108,5,,test
326,snb17,What is a surprising use for a ROPE?,rope,Lasso,snb17_rope-3272,1.3,snb17105,,,test
327,snbmo09,What is a surprising use for a BRICK?,brick,"build houses, building, structures, etc.",snbmo09_brick-80a9,1.0,snbmo09148,2,,test
328,betal18,What is a surprising use for a ROPE?,rope,fan blade,betal18_rope-a061,3.0,betal182032,,,test
329,bs12,What is a surprising use for a BRICK?,brick,place cards,bs12_brick-fa33,3.4,bs1253,,,test
330,setal08,What is a surprising use for a KNIFE?,knife,pop things,setal08_knife-89ea,1.3,setal0885,13.0,,test
331,snbmo09,What is a surprising use for a BOX?,box,take apart to have separate cardboard pieces,snbmo09_box-d33e,1.5,snbmo09107,6,,test
332,setal08,What is a surprising use for a BRICK?,brick,art (piece of art itself/ part of a larger whole),setal08_brick-135b,2.3,setal08153,8.0,,test
333,hmsl,What is a surprising use for a BRICK?,brick,put behind the tire of your car on a hill,hmsl_brick-6417,1.8,hmsl3dysp210,5.0,,test
334,setal08,What is a surprising use for a KNIFE?,knife,clean items,setal08_knife-b104,2.0,setal0847,7.0,,test
335,snbmo09,What is a surprising use for a BOX?,box,target,snbmo09_box-862a,2.0,snbmo09172,6,2.0,test
336,dod20,What is a surprising use for a BOOK?,book,throwing at someone to get their attention,dod20_book-6baf,3.7,dod2074,2,,test
337,snb17,What is a surprising use for a ROPE?,rope,hang decor,snb17_rope-f1e8,1.7,snb17114,,,test
338,hmsl,What is a surprising use for a BRICK?,brick,hold open a gate,hmsl_brick-eaf6,1.4,hmslhF5xX42i,7.0,2.0,test
339,snb17,What is a surprising use for a BOX?,box,Diorama presentation,snb17_box-a43d,1.7,snb17107,,,test
340,snbmo09,What is a surprising use for a BOX?,box,create a 3-D visual in it,snbmo09_box-17be,2.2,snbmo09113,5,,test
341,dod20,What is a surprising use for a FORK?,fork,fix things,dod20_fork-fc21,2.7,dod2022,5,,test
342,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,make a design/shape,hmsl_paperclip-dec6,1.8,hmsloa0XCM38,4.0,,test
343,bs12,What is a surprising use for a BRICK?,brick,"Basketball Backboard made of ""shooting a""",bs12_brick-a82d,1.8,bs1238,,,test
344,dod20,What is a surprising use for a FORK?,fork,mash something,dod20_fork-44c3,1.7,dod2064,6,,test
345,betal18,What is a surprising use for a ROPE?,rope,to demonstrate tension vs compression,betal18_rope-910a,2.1,betal182048,,,test
346,betal18,What is a surprising use for a BOX?,box,container to hold birds feathers,betal18_box-b225,1.9,betal182100,,,test
347,snb17,What is a surprising use for a ROPE?,rope,fish,snb17_rope-a784,1.3,snb17123,,,test
348,hmsl,What is a surprising use for a BRICK?,brick,shot put practice,hmsl_brick-2930,4.0,hmslC8q1Ph4i,3.0,,test
349,bs12,What is a surprising use for a BRICK?,brick,You can use a in a throwing contest to see who is the strongest,bs12_brick-7804,1.4,bs125,,,test
350,dod20,What is a surprising use for a BOTTLE?,bottle,convey,dod20_bottle-efa7,2.0,dod2037,4,,test
351,snbmo09,What is a surprising use for a KNIFE?,knife,call collect,snbmo09_knife-6e02,1.5,snbmo09138,3,,test
352,dod20,What is a surprising use for a TIRE?,tire,burn to show where you are in case lost,dod20_tire-be3a,3.0,dod2016,1,,test
353,betal18,What is a surprising use for a BOX?,box,snake house,betal18_box-931e,1.9,betal182051,,,test
354,snbmo09,What is a surprising use for a KNIFE?,knife,protection,snbmo09_knife-30c3,1.0,snbmo09107,2,6.0,test
355,motesf,What is a surprising use for a BOTTLE?,bottle,one surprising way to use a bottle is you can make a boat with it.,motesf_bottle-dc5e,3.0,motesfad97,6,,test
356,motesf,What is a surprising use for a TOOTHBRUSH?,toothbrush,you can use it to mix slime or even make texture with them for the slime,motesf_toothbrush-5c52,3.9,motesff7e6,6,,test
357,motesf,What is a surprising use for a SOCK?,sock,put it on your hand and use it as a sock puppet.,motesf_sock-f558,2.7,motesff2fc,7,,test
358,setal08,What is a surprising use for a BRICK?,brick,a place to do your nails (rest hands on there),setal08_brick-ace1,2.7,setal08188,6.0,,test
359,snb17,What is a surprising use for a BOX?,box,friend,snb17_box-0fd3,1.6,snb1714,,3.0,test
360,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,a lock pick,hmsl_paperclip-a2a1,2.0,hmslD9ZeYC3r,2.0,,test
361,dod20,What is a surprising use for a BOOK?,book,place mat,dod20_book-db1c,3.0,dod2017,0,,test
362,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,use as an earring ,hmsl_paperclip-819a,2.7,hmslW8K1dDJu,6.0,,test
363,betal18,What is a surprising use for a ROPE?,rope,abstract coat hanger,betal18_rope-8bc2,1.9,betal182188,,,test
364,dod20,What is a surprising use for a BOTTLE?,bottle,body for a telescope,dod20_bottle-090e,4.5,dod2058,2,,test
365,betal18,What is a surprising use for a ROPE?,rope,lasso,betal18_rope-78ab,1.2,betal182104,,30.0,test
366,motesf,What is a surprising use for a BALL?,ball,you can make a chair with a ball,motesf_ball-dbf6,1.9,motesf8f14,5,,test
367,betal18,What is a surprising use for a BOX?,box,igloo,betal18_box-6303,2.4,betal182121,,,test
368,bs12,What is a surprising use for a BRICK?,brick,Shoes,bs12_brick-5264,1.4,bs1222,,,test
369,bs12,What is a surprising use for a BRICK?,brick,defensive weapon,bs12_brick-6136,1.0,bs1215,,,test
370,motesf,What is a surprising use for a SOCK?,sock,Use it as a glove,motesf_sock-c2f1,2.7,motesf6512,8,,test
371,dod20,What is a surprising use for a SHOVEL?,shovel,ax,dod20_shovel-48ad,2.8,dod2059,6,,test
372,motesf,What is a surprising use for a BOTTLE?,bottle,to make it into a toy car made from scratch,motesf_bottle-c460,3.3,motesf1700,8,,test
373,dod20,What is a surprising use for a ROPE?,rope,to use as part of a decoration or art project,dod20_rope-1b48,3.0,dod2051,1,,test
374,setal08,What is a surprising use for a BRICK?,brick,crumble it up and use it to pave roads,setal08_brick-2ff0,2.0,setal0834,2.0,,test
